ID,Date,Wet Weight (g),Carapace Length (mm),Locn.
4,2/10/1963,257.8,122,EB
4,6/11/1990,408,135,EB
4,20/11/1990,358,,Perth Zoo
4,7/11/1992,356,,EB
4,6/06/2000,358.3,134.2,Perth Zoo
4,11/12/2000,378,,Perth Zoo
4,15/03/2001,342,,Perth Zoo
4,7/06/2001,342,,Perth Zoo
4,14/12/2001,373.6,,Perth Zoo
4,3/06/2002,327.8,,Perth Zoo
4,24/07/2002,362.1,134.9,Perth Zoo
4,11/06/2003,334.8,,Perth Zoo
4,8/08/2003,367.1,135.1,Perth Zoo
4,22/12/2003,378.7,,Perth Zoo
4,5/06/2004,349.5,,Perth Zoo
4,31/08/2004,376.8,135,Perth Zoo
4,23/12/2004,378.2,,Perth Zoo
4,5/06/2005,327,,Perth Zoo
4,12/09/2005,383.8,,Perth Zoo
4,20/09/2005,391.6,,Perth Zoo
4,28/09/2005,400,,Perth Zoo
4,4/10/2005,406.1,,Perth Zoo
4,25/10/2005,422.6,,Perth Zoo
4,2/11/2005,428.4,,Perth Zoo
4,24/11/2005,381.6,,Perth Zoo
4,6/12/2005,379.9,,Perth Zoo
4,12/12/2005,379.7,,Perth Zoo
4,24/12/2005,377.7,,Perth Zoo
4,27/12/2005,377,,Perth Zoo
4,17/06/2006,348.6,,Perth Zoo
4,23/07/2006,374,135.5,Perth Zoo
4,23/07/2006,374,,Perth Zoo
4,28/07/2006,374,135.5,EB
4,28/07/2006,375.3,,Perth Zoo
4,29/09/2006,392.4,135.4,EB
4,13/08/2007,352,135.7,EB
4,19/11/2007,374,136,EB
4,12/06/2008,390,135,EB
4,8/10/2010,362,134.7,EB
4,19/08/2011,342,134.1,EB
10,13/10/1964,300.5,,EB
10,11/11/1964,360,,EB
10,6/11/1981,367,132.6,EB
10,29/10/1982,374,132.6,EB
10,7/11/1989,355,132.1,EB
10,26/08/1993,335,131.7,EB
10,1/07/1994,329,131.8,EB
10,27/09/1994,341,131.6,EB
10,31/10/1998,352,131.3,EB
10,25/11/2003,347,131,EB
10,3/09/2006,330,131.2,EB
10,29/09/2006,336.5,131.2,EB
10,4/08/2007,319,131.3,EB
10,4/08/2007,330,,Perth Zoo
10,5/08/2007,312.3,131.3,Perth Zoo
10,13/08/2007,321.2,,Perth Zoo
10,18/11/2008,340,131.7,EB
137,27/06/1975,38,62.2,EB
137,19/10/1976,68,74.3,EB
137,29/10/1976,70,,EB
137,5/10/1978,91,80.2,EB
137,23/10/1978,102,82.9,EB
137,7/11/1989,260,113,EB
137,14/10/1992,254,113.2,EB
137,30/05/1994,217,113.8,EB
137,6/10/1994,246,114.1,EB
137,17/11/1995,232,115.2,EB
137,11/11/1998,281,116.8,EB
137,10/11/2003,296,118.7,EB
137,23/11/2005,274,119.9,EB
137,28/07/2006,259,120.2,EB
137,17/10/2006,293,120,EB
137,28/02/2007,241,,EB
137,18/11/2008,312,120.2,EB
137,3/07/2009,255,120.5,EB
144,24/10/1976,77,77.3,EB
144,18/10/1977,92,80.4,EB
144,23/05/1978,83,,EB
144,12/06/1979,108,89.2,EB
144,1/10/1979,120,89.7,EB
144,30/07/1980,124,91.1,EB
144,13/10/1981,156,99.2,EB
144,6/10/1982,182.5,103.4,EB
144,24/10/1983,214,111.3,EB
144,22/05/1984,195,112.9,EB
144,23/10/1984,246,116.9,EB
144,2/07/1986,230,118.4,EB
144,7/10/1987,285,123.1,EB
144,13/06/1989,280,124.4,EB
144,7/11/1989,291,123.9,EB
144,14/07/1991,271,124,EB
144,17/10/1991,302,,EB
144,16/06/1992,263,124.1,EB
144,21/07/1993,275,124.3,EB
144,2/09/1993,269,124,EB
144,21/06/1994,270,124.2,EB
144,4/07/1994,270,,EB
144,16/08/1994,287,,EB
144,10/10/1995,299,124.4,EB
144,17/11/1995,298,125,EB
144,17/06/1997,279,125.4,EB
144,11/11/1998,299,125.3,EB
144,21/07/1999,275,125,EB
144,23/06/2000,276,125.3,EB
144,28/10/2000,302,125.6,EB
144,19/07/2001,290,125.5,EB
144,10/11/2003,310,126.5,EB
144,20/05/2004,274,125.8,EB
144,7/06/2004,278,,EB
144,29/06/2004,276,,EB
146,29/10/1976,68.8,76.1,EB
146,6/07/1988,180,109.6,EB
146,3/11/1993,215,109,EB
146,11/11/1998,251,112.7,EB
146,23/10/2000,260,115.4,EB
146,1/09/2003,246,114.2,EB
146,10/11/2003,270,115.4,EB
151,17/10/1980,76.5,75.4,EB
151,14/09/1982,106,82.5,EB
151,18/05/1984,121,91.5,EB
151,5/09/1991,280,124.7,EB
151,18/06/1992,275,126.7,EB
151,14/10/1992,310,127.8,EB
151,6/10/1993,305,,EB
151,2/06/1994,,128.2,EB
151,20/06/1994,290,,EB
151,20/07/1994,298,127.8,EB
151,27/09/1994,293,128,EB
151,9/08/1995,274,128.2,EB
151,19/10/1995,319,,EB
151,17/11/1995,317,128.4,EB
151,11/11/1998,330,130.5,EB
151,28/10/2000,342,131.6,EB
151,14/11/2001,339,131.9,EB
151,17/09/2003,350,131.5,EB
151,4/07/2004,328,132,EB
151,27/07/2005,342,132.1,EB
151,29/07/2006,327,133.5,EB
151,29/09/2006,354.6,133.4,EB
151,21/11/2009,385,134.7,EB
151,22/09/2010,366,134.4,EB
151,8/10/2010,369,,EB
158,25/10/1982,52.5,37.3,EB
158,29/06/1983,57.8,34,EB
158,11/11/1983,68.7,62,EB
158,11/07/1985,75.1,74,EB
158,7/11/1989,101.9,169,EB
158,16/10/1991,109.3,192,EB
158,17/11/1995,118.8,238,EB
158,26/11/1996,123,270,EB
158,17/06/1997,122.9,249,EB
158,11/11/1998,125.7,283,EB
158,19/10/1999,125.3,291,EB
158,21/11/1999,126.4,273,EB
158,21/06/2000,126.4,262,EB
158,9/08/2000,96.5,273,EB
158,1/09/2003,288,126.1,EB
158,4/07/2004,263,127.8,EB
158,19/09/2006,290,129.9,EB
158,29/09/2006,302.4,129.6,EB
158,18/11/2008,314,130.7,EB
160,2/11/1982,33.2,58.2,EB
160,7/11/1989,165,104.3,EB
160,3/09/1990,162,104.8,EB
160,17/10/1992,221,116.1,EB
160,21/07/1993,200,116.2,EB
160,20/10/1993,227,118,EB
160,23/09/1994,212,118.7,EB
160,14/11/2001,288,130,EB
160,1/09/2003,266,130,EB
160,14/10/2003,307,,EB
160,5/11/2003,303,,EB
160,10/11/2003,317,131.1,EB
160,13/06/2005,285,130.5,EB
160,22/08/2005,296,130.6,EB
169,22/06/1984,5.2,27,EB
169,3/07/1989,103.4,89.2,EB
169,7/11/1989,134,92.8,EB
169,3/09/1990,124,93,EB
169,12/11/1990,142,96.7,EB
169,17/08/1991,148,96.4,EB
169,1/07/1994,195,108.5,EB
169,30/09/1994,209,110.6,EB
169,26/07/1996,222,119.1,EB
169,6/06/1999,242,121.1,EB
169,17/10/2001,278,123.4,EB
169,29/10/2001,285,,EB
169,10/11/2003,303,125,EB
169,29/06/2004,273,125.2,EB
173,15/07/1985,107,89.3,EB
173,19/10/1987,168,102.9,EB
173,7/11/1989,226,111,EB
173,15/05/1994,192,,EB
173,5/09/1994,239,113,EB
173,17/11/1995,233,114.2,EB
173,28/10/2000,269,117.2,EB
173,14/11/2001,261,117.2,EB
173,10/11/2003,266,118.2,EB
173,14/06/2004,249,118.2,EB
173,29/06/2004,253,,EB
173,29/07/2006,247,118,EB
173,29/09/2006,246,117.6,EB
173,18/11/2008,254,117.6,EB
174,12/11/1986,105,87.45,EB
174,2/11/1987,126,94.7,EB
174,7/11/1989,187,106.2,EB
174,13/11/1990,195,110.8,EB
174,11/06/1992,212,116,EB
174,30/10/1992,219,116.7,EB
174,11/11/1998,272,123.7,EB
174,26/11/2001,263,125.3,EB
174,13/06/2004,274,126.8,EB
176,12/09/1988,280,121.3,EB
176,21/09/1999,282.9,122.5,EB
176,10/11/2006,313,124.3,EB
180,7/11/1989,56,67.2,EB
180,1/02/1990,56,67.2,EB
180,16/06/1992,98,85.1,EB
180,11/11/1998,186,106.2,EB
180,28/10/2000,214,111.6,EB
180,10/11/2003,247,114.5,EB
182,7/11/1989,24,49,EB
182,13/11/1990,44,61.2,EB
182,14/11/1990,44,61.2,EB
182,21/11/1991,65,72.8,EB
182,4/11/1992,79.5,78,EB
182,5/07/1993,80,78,EB
182,11/10/1993,98,81.3,EB
182,11/11/1998,182,104,EB
182,1/11/1999,199,107.8,EB
182,21/11/1999,198,108.4,EB
182,8/10/2000,210,110.7,EB
182,28/10/2000,221,111.5,EB
182,7/08/2001,203,110.8,EB
182,24/08/2001,207,,EB
182,14/11/2001,233,112.6,EB
182,10/11/2003,269,116.6,EB
182,4/07/2004,231,116.9,EB
182,3/11/2004,272,117.2,EB
182,17/11/2005,287,120.7,EB
182,1/10/2006,292,121.1,EB
182,7/11/2009,310,122.4,EB
182,14/09/2010,270,122,EB
182,8/07/2011,245,122.1,EB
183,15/08/1990,176,106,EB
183,18/10/1998,282,116.4,EB
183,23/06/2000,304,124.9,EB
183,9/12/2000,349,128.1,EB
183,18/11/2008,370,131.2,EB
186,3/09/1990,348,136.2,EB
186,17/06/1992,325,135.5,EB
186,14/07/1992,338,136,EB
186,20/06/1994,333,135.6,EB
186,30/09/1994,342,135.2,EB
186,28/10/2000,398,138.8,EB
186,25/06/2001,367,137.7,EB
186,10/07/2001,357,,EB
186,24/10/2001,376,137.8,EB
186,30/09/2003,405,137.9,EB
187,4/12/1990,116.7,246,EB
187,17/10/1992,115.8,270,EB
187,28/08/1995,116.4,249,EB
187,20/12/1995,116.4,258,EB
187,4/11/1996,118.7,265,EB
187,21/11/2005,316,121.2,EB
187,19/11/2007,266,120.9,EB
187,12/06/2008,271.7,121.4,EB
187,7/11/2009,292,121.4,EB
188,4/12/1990,210,108.5,EB
188,24/08/1991,184,,EB
188,17/10/1992,237,112.8,EB
188,18/10/1993,244,113.4,EB
188,22/10/1998,308,121,EB
188,18/11/2008,318,127.5,EB
191,14/07/1991,112.2,200,EB
191,24/08/1991,,193,EB
191,27/07/1993,114.8,,EB
191,21/06/1994,115.3,207,EB
191,28/09/1994,115.7,230,EB
191,17/11/1995,115.8,222,EB
191,26/11/1996,117.8,238,EB
191,3/11/2004,288,122.5,EB
191,21/07/2007,258,124.1,EB
191,8/10/2010,290,125.3,EB
191,8/07/2011,258,125.9,EB
194,27/10/1992,99.7,159,EB
194,27/10/1992,99.8,152,EB
194,26/11/1996,113.5,222,EB
194,23/06/2000,123.9,249,EB
194,20/07/2004,282,127.1,EB
194,18/11/2008,331,131.4,EB
196,17/11/1992,318,132,EB
196,18/11/1992,318,132,Perth Zoo
196,20/06/1993,309,,Perth Zoo
196,18/07/1999,320.8,,Perth Zoo
196,21/07/1999,320.8,131.1,EB
196,19/10/1999,357.8,,EB
196,5/06/2000,283.5,,Perth Zoo
196,11/12/2000,335,,Perth Zoo
196,7/06/2001,286.1,,Perth Zoo
196,14/12/2001,328.7,,Perth Zoo
196,3/06/2002,285.4,,Perth Zoo
196,22/07/2002,315.9,,Perth Zoo
196,11/06/2003,301,,Perth Zoo
196,29/07/2003,333.7,131.2,Perth Zoo
196,23/12/2003,342.4,,Perth Zoo
196,5/06/2004,315,,Perth Zoo
196,9/09/2004,341.9,131,Perth Zoo
196,24/12/2004,331.8,,Perth Zoo
196,8/06/2005,286.1,,Perth Zoo
196,7/09/2005,332.1,,Perth Zoo
196,12/09/2005,333.6,,Perth Zoo
196,20/09/2005,337.3,,Perth Zoo
196,28/09/2005,354.6,,Perth Zoo
196,25/10/2005,370.4,,Perth Zoo
196,2/11/2005,367,,Perth Zoo
196,24/11/2005,336.7,,Perth Zoo
196,6/12/2005,346,,Perth Zoo
196,12/12/2005,338.6,,Perth Zoo
196,24/12/2005,338,,Perth Zoo
196,17/06/2006,302.8,,Perth Zoo
196,23/07/2006,336.6,130.9,Perth Zoo
196,23/07/2006,336.6,,Perth Zoo
196,28/07/2006,336.6,130.9,EB
196,29/09/2006,373.8,130.7,EB
196,3/08/2007,305,130.5,EB
196,22/11/2007,351,130.4,EB
196,12/06/2008,304,130.3,EB
196,22/11/2009,343,130.4,EB
197,17/11/1992,153,98.4,EB
197,19/11/1992,153,98.4,Perth Zoo
197,19/11/1992,153,,Perth Zoo
197,13/12/1992,151,,Perth Zoo
197,1/02/1993,149,,Perth Zoo
197,29/03/1993,144,,Perth Zoo
197,5/06/1993,131,,Perth Zoo
197,20/06/1993,146,,Perth Zoo
197,20/10/1993,155,,Perth Zoo
197,14/12/1993,160,98.1,Perth Zoo
197,28/01/1994,156.5,,Perth Zoo
197,5/04/1994,143.1,,Perth Zoo
197,8/06/1994,144,,Perth Zoo
197,3/09/1994,151,,Perth Zoo
197,15/12/1994,165,98.3,Perth Zoo
197,24/12/1994,161,,Perth Zoo
197,1/03/1995,141,,Perth Zoo
197,9/06/1995,146,,Perth Zoo
197,4/08/1995,156,,Perth Zoo
197,16/11/1995,169,,Perth Zoo
197,28/11/1995,168,98.4,Perth Zoo
197,30/11/1995,170,,Perth Zoo
197,2/06/1996,156,,Perth Zoo
197,19/11/1996,174,,Perth Zoo
197,Dec-96,173,98.9,Perth Zoo
197,21/12/1996,173,,Perth Zoo
197,7/06/1997,149,,Perth Zoo
197,28/10/1997,168,98.9,Perth Zoo
197,31/01/1998,160.6,,Perth Zoo
197,9/05/1998,152.1,,Perth Zoo
197,3/06/1998,161.7,98.6,Perth Zoo
197,19/12/1998,190,,Perth Zoo
197,28/05/1999,162.3,,Perth Zoo
197,27/06/1999,180.6,102,Perth Zoo
197,27/06/1999,180.6,,Perth Zoo
197,27/07/1999,189.4,,Perth Zoo
197,24/08/1999,187.3,,Perth Zoo
197,24/09/1999,189.9,,Perth Zoo
197,24/10/1999,189.5,,Perth Zoo
197,25/11/1999,193.4,,Perth Zoo
197,5/06/2000,173.2,,Perth Zoo
197,2/07/2000,190.7,102.4,Perth Zoo
197,2/07/2000,190.7,,Perth Zoo
197,31/07/2000,191.3,,Perth Zoo
197,26/08/2000,191.1,,Perth Zoo
197,24/09/2000,193.5,,Perth Zoo
197,21/10/2000,200.1,,Perth Zoo
197,19/11/2000,213,,Perth Zoo
197,12/12/2000,218,,Perth Zoo
197,7/06/2001,193.5,,Perth Zoo
197,19/06/2001,208.5,107,Perth Zoo
197,19/06/2001,208.5,,Perth Zoo
197,23/07/2001,216,,Perth Zoo
197,21/08/2001,208,,Perth Zoo
197,24/09/2001,213.4,,Perth Zoo
197,16/10/2001,218.6,,Perth Zoo
197,24/11/2001,219.2,,Perth Zoo
197,23/12/2001,220.3,,Perth Zoo
197,29/05/2002,195.7,,Perth Zoo
197,24/06/2002,210.1,106.9,Perth Zoo
197,24/06/2002,210.1,,Perth Zoo
197,26/07/2002,211.9,,Perth Zoo
197,24/08/2002,209.7,,Perth Zoo
197,25/09/2002,215.2,,Perth Zoo
197,21/10/2002,218.2,,Perth Zoo
197,17/08/2003,214.5,107.4,Perth Zoo
197,17/08/2003,214.5,,Perth Zoo
197,23/08/2003,219.5,,Perth Zoo
197,26/09/2003,221.5,,Perth Zoo
197,29/09/2003,223.4,,Perth Zoo
197,25/10/2003,230.1,,Perth Zoo
197,9/08/2004,225.9,108.1,Perth Zoo
197,9/08/2004,225.9,,Perth Zoo
197,22/09/2004,241.1,,Perth Zoo
197,24/09/2004,240,,Perth Zoo
197,9/10/2004,244.8,,Perth Zoo
197,11/10/2004,243.8,,Perth Zoo
197,16/10/2004,245.2,,Perth Zoo
197,10/06/2005,218.3,,Perth Zoo
197,25/07/2005,237.3,,Perth Zoo
197,24/08/2005,240.5,,Perth Zoo
197,19/12/2005,253.8,,Perth Zoo
197,19/06/2006,228.8,,Perth Zoo
197,23/07/2006,243.5,110.7,Perth Zoo
197,23/07/2006,243.5,,Perth Zoo
197,28/07/2006,243.5,110.7,EB
197,28/07/2006,249.2,,Perth Zoo
198,17/11/1992,264,122.1,EB
198,18/10/1998,304.8,125.8,EB
198,6/06/1999,278.5,125.5,EB
198,19/11/2003,354,134.1,EB
198,14/06/2004,343,134.4,EB
198,29/06/2004,335,,EB
198,4/08/2007,348,135,EB
198,4/08/2007,348,,Perth Zoo
198,5/08/2007,334.5,135,Perth Zoo
198,9/08/2007,333.9,,Perth Zoo
198,13/08/2007,338.8,,Perth Zoo
198,18/11/2008,360,135.3,EB
198,18/09/2010,333,135,EB
198,3/06/2011,338,135,EB
199,17/11/1992,193,107.7,EB
199,19/11/1992,193,107.3,Perth Zoo
199,13/12/1992,201,,Perth Zoo
199,1/02/1993,201,,Perth Zoo
199,29/03/1993,178,,Perth Zoo
199,5/06/1993,181,,Perth Zoo
199,20/06/1993,194,,Perth Zoo
199,20/10/1993,205,,Perth Zoo
199,28/01/1994,199.9,,Perth Zoo
199,5/04/1994,193.9,,Perth Zoo
199,8/06/1994,187,,Perth Zoo
199,3/09/1994,198,,Perth Zoo
199,24/12/1994,204,,Perth Zoo
199,1/03/1995,184,,Perth Zoo
199,9/06/1995,193,,Perth Zoo
199,30/11/1995,212,,Perth Zoo
199,2/06/1996,198,,Perth Zoo
199,21/12/1996,212,,Perth Zoo
199,7/06/1997,187,,Perth Zoo
199,15/01/1998,214,,Perth Zoo
199,6/06/1998,202,,Perth Zoo
199,5/12/1998,219,,Perth Zoo
199,10/06/1999,192.7,,Perth Zoo
199,13/12/1999,239.3,,Perth Zoo
199,5/06/2000,209.2,110.1,Perth Zoo
199,5/06/2000,209.2,,Perth Zoo
199,11/12/2000,235,,Perth Zoo
199,7/06/2001,208.8,,Perth Zoo
199,14/12/2001,238,,Perth Zoo
199,3/06/2002,220.2,,Perth Zoo
199,11/08/2002,226.7,111.5,Perth Zoo
199,16/12/2002,241.6,,Perth Zoo
199,11/06/2003,223.1,,Perth Zoo
199,17/08/2003,239.5,112.2,Perth Zoo
199,23/12/2003,253.7,,Perth Zoo
199,5/06/2004,236.4,,Perth Zoo
199,30/07/2004,259.1,113.6,Perth Zoo
199,29/12/2004,265.3,,Perth Zoo
199,5/06/2005,237.4,,Perth Zoo
199,23/08/2005,259,,Perth Zoo
199,12/09/2005,275.9,,Perth Zoo
199,20/09/2005,284,,Perth Zoo
199,28/09/2005,285.1,,Perth Zoo
199,4/10/2005,293.1,,Perth Zoo
199,25/10/2005,302.6,,Perth Zoo
199,9/11/2005,299.1,,Perth Zoo
199,20/11/2005,269,,Perth Zoo
199,24/12/2005,274,,Perth Zoo
199,17/06/2006,245.5,,Perth Zoo
199,23/07/2006,268,116.7,Perth Zoo
199,23/07/2006,268,,Perth Zoo
199,28/07/2006,268,116.7,EB
199,28/07/2006,278.7,,Perth Zoo
199,29/09/2006,329.8,116.9,EB
199,28/02/2007,251,,EB
199,18/11/2008,285,120,EB
199,21/11/2009,296,120.4,EB
255,17/11/1992,169,104.9,EB
255,19/11/1992,169,104.9,EB
255,13/12/1992,183,,Perth Zoo
255,1/02/1993,171,,Perth Zoo
255,29/03/1993,168,,Perth Zoo
255,5/06/1993,161,,Perth Zoo
255,20/06/1993,168,,Perth Zoo
255,21/07/1993,164,,Perth Zoo
255,20/10/1993,161,,Perth Zoo
255,16/11/1993,181,,Perth Zoo
255,28/01/1994,176.3,,Perth Zoo
255,5/04/1994,175.6,,Perth Zoo
255,8/06/1994,169,,Perth Zoo
255,21/07/1994,170,,Perth Zoo
255,3/09/1994,175,,Perth Zoo
255,24/12/1994,192,,Perth Zoo
255,1/03/1995,169,,Perth Zoo
255,9/06/1995,174,,Perth Zoo
255,16/11/1995,206,,Perth Zoo
255,30/11/1995,205,,Perth Zoo
255,2/06/1996,192,,Perth Zoo
255,19/11/1996,202,,Perth Zoo
255,21/12/1996,198,,Perth Zoo
255,7/06/1997,180,,Perth Zoo
255,31/01/1998,197.7,,Perth Zoo
255,9/05/1998,181.3,,Perth Zoo
255,3/06/1998,183.7,107.9,Perth Zoo
255,19/12/1998,216,,Perth Zoo
255,28/05/1999,188.7,,Perth Zoo
255,27/06/1999,2013.1,108.9,Perth Zoo
255,27/06/1999,203.1,,Perth Zoo
255,27/07/1999,209.9,,Perth Zoo
255,24/08/1999,212.6,,Perth Zoo
255,24/09/1999,212,,Perth Zoo
255,24/10/1999,217.8,,Perth Zoo
255,25/11/1999,220.8,,Perth Zoo
255,5/12/1999,221.2,,Perth Zoo
255,5/06/2000,194,,Perth Zoo
255,2/07/2000,209.1,109.2,Perth Zoo
255,2/07/2000,209.1,,Perth Zoo
255,31/07/2000,208.8,,Perth Zoo
255,26/08/2000,213.7,,Perth Zoo
255,17/09/2000,214.5,,Perth Zoo
255,21/10/2000,219.3,,Perth Zoo
255,19/11/2000,224.5,,Perth Zoo
255,12/12/2000,219,,Perth Zoo
255,7/06/2001,198.1,,Perth Zoo
255,1/07/2001,212.7,,Perth Zoo
255,29/07/2001,215.6,109.9,Perth Zoo
