ID,Date,Wet Weight (g),Carapace Length (mm),Locn.
255,29/07/2001,215.6,,Perth Zoo
255,23/08/2001,220,,Perth Zoo
255,9/09/2001,223.6,,Perth Zoo
255,26/11/2001,236.1,,Perth Zoo
255,23/12/2001,240.8,,Perth Zoo
255,2/06/2002,214.8,,Perth Zoo
255,24/07/2002,233.2,112,Perth Zoo
255,24/07/2002,233.2,,Perth Zoo
255,4/10/2002,242.9,,Perth Zoo
255,19/08/2003,245.9,114.2,Perth Zoo
255,19/08/2003,245.9,,Perth Zoo
255,28/08/2003,249.5,,Perth Zoo
255,16/09/2003,248,,Perth Zoo
255,25/10/2003,257,,Perth Zoo
255,30/08/2004,251,115.1,Perth Zoo
255,30/08/2004,251,,Perth Zoo
255,2/10/2004,260.8,,Perth Zoo
255,4/10/2004,261.2,,Perth Zoo
255,16/10/2004,257.8,,Perth Zoo
255,10/06/2005,228.5,,Perth Zoo
255,9/10/2005,265.7,,Perth Zoo
255,28/10/2005,267.8,,Perth Zoo
255,19/12/2005,276.6,,Perth Zoo
255,19/06/2006,255.6,,Perth Zoo
255,23/07/2006,265.3,117.1,Perth Zoo
255,23/07/2006,265.3,,Perth Zoo
255,28/07/2006,265.3,117.1,EB
255,28/07/2006,266,,Perth Zoo
255,29/09/2006,277,117,EB
255,14/09/2010,268,122.4,EB
256,18/11/1992,251,118.1,EB
256,18/11/1992,251,118.1,EB
256,9/12/1992,257,,Perth Zoo
256,18/07/1999,264,,Perth Zoo
256,21/07/1999,263.6,119,EB
256,5/10/1999,289,,EB
256,6/10/1999,289,,Perth Zoo
256,5/06/2000,271.2,119.4,Perth Zoo
256,11/12/2000,289,,Perth Zoo
256,7/06/2001,259.4,,Perth Zoo
256,14/12/2001,286.4,,Perth Zoo
256,2/06/2002,263.3,,Perth Zoo
256,4/08/2002,285.8,120.1,Perth Zoo
256,16/12/2002,298.7,,Perth Zoo
256,11/06/2003,259.7,,Perth Zoo
256,17/07/2003,278,120.6,Perth Zoo
256,22/12/2003,298.4,,Perth Zoo
256,5/06/2004,267.1,,Perth Zoo
256,20/07/2004,285.8,120.7,Perth Zoo
256,23/12/2004,302.9,,Perth Zoo
256,8/06/2005,268.9,,Perth Zoo
256,7/09/2005,294.7,,Perth Zoo
256,12/09/2005,295.4,,Perth Zoo
256,20/09/2005,304.9,,Perth Zoo
256,28/09/2005,322.6,,Perth Zoo
256,25/10/2005,332.2,,Perth Zoo
256,1/11/2005,323.7,,Perth Zoo
256,2/11/2005,327.3,,Perth Zoo
256,24/11/2005,309.2,,Perth Zoo
256,6/12/2005,306.3,,Perth Zoo
256,12/12/2005,311.7,,Perth Zoo
256,24/12/2005,307.3,,Perth Zoo
256,27/12/2005,304.7,,Perth Zoo
256,17/06/2006,273,,Perth Zoo
256,23/07/2006,299.9,121.3,Perth Zoo
256,23/07/2006,299.9,,Perth Zoo
256,28/07/2006,299.9,121.3,EB
256,28/07/2006,311.6,,Perth Zoo
256,29/09/2006,312.4,121.2,EB
256,28/10/2006,331,121.3,EB
256,21/07/2007,257,121.2,EB
288,19/10/1993,15.76,43.1,EB
288,3/11/2004,184.5,105.7,EB
288,8/10/2010,220,113.6,EB
289,20/10/1993,20.5,45.6,EB
289,26/10/1994,34.3,55.6,EB
289,17/11/1995,47.5,63.9,EB
289,26/11/1996,71.5,73.8,EB
289,20/09/1997,74,75,EB
289,11/11/1998,100,83.6,EB
289,21/11/1999,112,90.4,EB
289,5/07/2000,105,90.4,EB
289,4/10/2000,141,94.2,EB
289,14/11/2001,146,97.7,EB
289,29/08/2003,159,100.2,EB
289,14/10/2003,173,,EB
289,13/06/2004,164,103.7,EB
341,6/10/1994,210,111.4,EB
341,23/10/2000,348,126,EB
341,24/10/2000,,126,EB
341,11/12/2000,303,,Perth Zoo
341,15/03/2001,283,,Perth Zoo
341,7/06/2001,256.7,,Perth Zoo
341,14/12/2001,299,,Perth Zoo
341,3/06/2002,257.3,,Perth Zoo
341,26/07/2002,283.5,126.4,Perth Zoo
341,16/12/2002,299.3,,Perth Zoo
341,11/06/2003,258.5,,Perth Zoo
341,18/08/2003,296,126.4,Perth Zoo
341,22/12/2003,301.3,,Perth Zoo
341,5/06/2004,270.7,,Perth Zoo
341,17/07/2004,284.6,126.1,Perth Zoo
341,23/12/2004,297.9,,Perth Zoo
341,8/06/2005,270.4,,Perth Zoo
341,12/09/2005,319,,Perth Zoo
341,20/09/2005,341.6,,Perth Zoo
341,25/10/2005,340.2,,Perth Zoo
341,24/11/2005,309,,Perth Zoo
341,6/12/2005,309,,Perth Zoo
341,24/12/2005,300.8,,Perth Zoo
341,27/12/2005,303.2,,Perth Zoo
341,17/06/2006,270.3,,Perth Zoo
341,23/07/2006,306,126.4,Perth Zoo
341,23/07/2006,306,,Perth Zoo
341,28/07/2006,306,126.4,EB
341,28/07/2006,313.8,,Perth Zoo
341,29/09/2006,328,126.4,EB
341,31/10/2006,308,125.3,EB
341,21/07/2007,281,126.5,EB
341,18/11/2008,312,127.5,EB
380,26/05/1995,235,120,EB
380,27/05/1995,235,120,EB
380,12/08/1995,254,,Perth Zoo
380,24/07/1998,251,119.6,Perth Zoo
380,9/07/2000,246,119.7,Perth Zoo
380,11/12/2000,266,,Perth Zoo
380,7/06/2001,234.1,,Perth Zoo
380,14/12/2001,262.2,,Perth Zoo
380,3/06/2002,234.3,,Perth Zoo
380,16/07/2002,261.5,120.2,Perth Zoo
380,16/12/2002,273.4,,Perth Zoo
380,11/06/2003,242.7,,Perth Zoo
380,18/07/2003,266.6,120.8,Perth Zoo
380,22/12/2003,275.6,,Perth Zoo
380,5/06/2004,250.9,,Perth Zoo
380,20/07/2004,272.2,120.9,Perth Zoo
380,29/12/2004,283.6,,Perth Zoo
380,8/06/2005,247.8,,Perth Zoo
380,7/09/2005,281.2,,Perth Zoo
380,12/09/2005,284.2,,Perth Zoo
380,20/09/2005,307.1,,Perth Zoo
380,25/10/2005,312.4,,Perth Zoo
380,24/11/2005,283.5,,Perth Zoo
380,6/12/2005,287.3,,Perth Zoo
380,12/12/2005,285,,Perth Zoo
380,24/12/2005,283.3,,Perth Zoo
380,18/06/2006,253.9,,Perth Zoo
380,23/07/2006,275.8,121.6,Perth Zoo
380,23/07/2006,275.8,,Perth Zoo
380,28/07/2006,275.8,121.6,EB
380,28/07/2006,287.7,,Perth Zoo
380,29/09/2006,320,122.2,EB
380,28/10/2006,320,121.1,EB
380,21/07/2007,253,121.5,EB
387,22/12/1995,205,109.6,EB
387,24/12/1995,181.1,109.5,EB
387,24/12/1995,181.1,,Perth Zoo
387,14/06/1996,183,,Perth Zoo
387,21/12/1996,199,,Perth Zoo
387,7/06/1997,182,,Perth Zoo
387,15/01/1998,217,,Perth Zoo
387,6/06/1998,197,,Perth Zoo
387,7/01/1999,219,,Perth Zoo
387,10/06/1999,199.9,,Perth Zoo
387,13/12/1999,225.7,,Perth Zoo
387,5/06/2000,202.4,110.9,Perth Zoo
387,5/06/2000,202.4,,Perth Zoo
387,11/12/2000,277,,Perth Zoo
387,7/06/2001,206.8,,Perth Zoo
387,14/12/2001,228.5,,Perth Zoo
387,3/06/2002,208.7,,Perth Zoo
387,12/08/2002,233.1,112.4,Perth Zoo
387,16/12/2002,249.9,,Perth Zoo
387,11/06/2003,227.6,,Perth Zoo
387,27/07/2003,247.9,114.5,Perth Zoo
387,22/12/2003,259.6,,Perth Zoo
387,5/06/2004,243.5,,Perth Zoo
387,27/07/2004,254.1,116.2,Perth Zoo
387,23/12/2004,275.2,,Perth Zoo
387,8/06/2005,237.3,,Perth Zoo
387,8/10/2005,297.1,,Perth Zoo
387,25/10/2005,304.4,,Perth Zoo
387,1/11/2005,303.7,,Perth Zoo
387,9/11/2005,306.1,,Perth Zoo
387,20/11/2005,276.8,,Perth Zoo
387,24/12/2005,271.4,,Perth Zoo
387,18/06/2006,249.7,,Perth Zoo
387,23/07/2006,272.8,119,Perth Zoo
387,23/07/2006,272.8,,Perth Zoo
387,28/07/2006,272.8,119,EB
387,28/07/2006,278.5,,Perth Zoo
508,4/11/1998,24,48.2,EB
508,21/11/1999,38,60.4,EB
508,24/11/1999,38.5,,EB
508,12/08/2001,50.5,67,EB
508,10/11/2003,94,82.2,EB
508,3/11/2004,94,82.9,EB
544,19/04/1999,6.3,28.2,Perth Zoo
544,19/04/1999,6.3,,Perth Zoo
544,26/04/1999,7.9,,Perth Zoo
544,3/05/1999,9,,Perth Zoo
544,10/05/1999,10.6,,Perth Zoo
544,17/05/1999,10.8,,Perth Zoo
544,24/05/1999,13.1,,Perth Zoo
544,31/05/1999,14.2,,Perth Zoo
544,14/06/1999,16.5,,Perth Zoo
544,28/06/1999,18.6,,Perth Zoo
544,5/07/1999,19.4,,Perth Zoo
544,5/07/1999,19.4,,Perth Zoo
544,12/07/1999,19.6,,Perth Zoo
544,18/07/1999,20.2,,Perth Zoo
544,18/07/1999,20.2,,Perth Zoo
544,21/07/1999,19.4,43.3,EB
544,26/11/1999,38.5,57.9,EB
544,4/11/2000,61,68,EB
544,26/11/2001,82,76.8,EB
544,19/11/2003,118,87.4,EB
544,14/11/2004,137,90.8,EB
544,28/05/2005,129,91,EB
544,2/12/2005,180,100.1,EB
544,2/07/2006,175,100.4,EB
550,27/04/1999,6.7,29,Perth Zoo
550,27/04/1999,6.7,,Perth Zoo
550,3/05/1999,6.5,,Perth Zoo
550,10/05/1999,8.2,,Perth Zoo
550,17/05/1999,9,,Perth Zoo
550,24/05/1999,11.2,,Perth Zoo
550,31/05/1999,12.7,,Perth Zoo
550,14/06/1999,14.2,,Perth Zoo
550,28/06/1999,15.8,,Perth Zoo
550,5/07/1999,16.7,,Perth Zoo
550,5/07/1999,16.7,,Perth Zoo
550,12/07/1999,16.5,,Perth Zoo
550,18/07/1999,17.2,,Perth Zoo
550,18/07/1999,17.2,,Perth Zoo
550,21/07/1999,16.7,40.7,EB
550,20/07/2000,40,58.8,EB
550,18/11/2008,203,109,EB
550,3/07/2009,195,109.1,EB
550,8/10/2010,218,111.4,EB
553,16/11/1999,104,85.9,EB
553,23/10/2000,111,89.2,EB
553,24/10/2000,111,89.2,EB
553,24/10/2000,111,,Perth Zoo
553,23/11/2000,117.6,,Perth Zoo
553,3/01/2001,113.2,,Perth Zoo
553,9/05/2001,107.2,,Perth Zoo
553,18/06/2001,120.9,90,Perth Zoo
553,18/06/2001,120.9,,Perth Zoo
553,22/07/2001,120.1,,Perth Zoo
553,19/08/2001,122.7,,Perth Zoo
553,23/09/2001,124.3,,Perth Zoo
553,15/10/2001,134.8,,Perth Zoo
553,16/11/2001,153.7,,Perth Zoo
553,26/12/2001,181.3,,Perth Zoo
553,20/05/2002,163.1,,Perth Zoo
553,23/06/2002,166.1,104,Perth Zoo
553,23/06/2002,166.1,,Perth Zoo
553,23/07/2002,165.4,,Perth Zoo
553,23/08/2002,175.3,,Perth Zoo
553,24/09/2002,178.9,,Perth Zoo
553,22/10/2002,188.6,,Perth Zoo
553,22/11/2002,213.9,,Perth Zoo
553,19/12/2002,235,,Perth Zoo
553,8/01/2003,242.7,,Perth Zoo
553,15/05/2003,218.6,,Perth Zoo
553,13/07/2003,243.6,116.4,Perth Zoo
553,16/07/2003,250,,Perth Zoo
553,3/09/2003,255.8,,Perth Zoo
553,6/09/2003,255.8,,Perth Zoo
553,2/10/2003,253.1,,Perth Zoo
553,25/10/2003,269.4,,Perth Zoo
553,4/07/2004,289,123.1,Perth Zoo
553,11/09/2004,297.9,,Perth Zoo
553,9/06/2005,284.5,,Perth Zoo
553,12/07/2005,309.1,,Perth Zoo
553,19/12/2005,341.4,,Perth Zoo
553,19/06/2006,305,,Perth Zoo
553,23/07/2006,332.7,130.4,Perth Zoo
553,23/07/2006,332.7,,Perth Zoo
553,28/07/2006,332.7,130.4,EB
553,28/07/2006,336.7,,Perth Zoo
553,29/09/2006,344.4,130.4,EB
553,29/10/2006,342,,EB
555,24/11/1999,22,49.7,EB
555,29/10/2001,59,68.6,EB
555,14/11/2001,57,,EB
555,20/11/2001,57,,EB
555,29/08/2003,80,77.7,EB
555,10/11/2003,96,85.1,EB
555,29/06/2004,90,85.3,EB
555,13/06/2005,104,87.6,EB
580,26/04/2000,5.7,27.1,Perth Zoo
580,26/04/2000,5.7,,Perth Zoo
580,4/05/2000,6.6,,Perth Zoo
580,12/05/2000,8.4,,Perth Zoo
580,18/05/2000,8.6,,Perth Zoo
580,25/05/2000,10.7,,Perth Zoo
580,1/06/2000,11.7,,Perth Zoo
580,8/06/2000,12.1,,Perth Zoo
580,15/06/2000,12.8,,Perth Zoo
580,29/06/2000,16.1,41,Perth Zoo
580,29/06/2000,16.1,,Perth Zoo
580,13/07/2000,18.7,,Perth Zoo
580,19/07/2000,19,43.1,Perth Zoo
580,19/07/2000,19,,Perth Zoo
580,20/07/2000,19,43.1,EB
580,4/11/2000,37.5,59,EB
580,25/06/2001,34.5,59,EB
580,26/11/2001,55,68.5,EB
580,26/11/2003,104,84.4,EB
580,8/11/2004,118,87.4,EB
580,28/05/2005,102,87.5,EB
580,8/08/2009,,107.4,EB
588,30/06/2000,28.5,54.1,EB
588,23/10/2000,50.5,65.7,EB
588,11/11/2001,67,73,EB
588,10/11/2003,99,83.9,EB
588,25/11/2005,149,96.3,EB
588,2/07/2006,138,96.7,EB
588,8/10/2010,188,107.1,EB
589,23/10/2000,25.5,49.5,EB
589,22/11/2007,188,104.9,EB
591,23/10/2000,28,50.6,EB
591,4/12/2001,45.5,72,EB
591,22/11/2007,196,108.3,EB
591,14/11/2008,207,109.2,EB
591,3/07/2009,194,109.9,EB
591,19/10/2010,224,112.4,EB
591,8/07/2011,213,112.3,EB
592,23/10/2000,112,86.1,EB
592,24/10/2000,112,86.1,EB
592,24/10/2000,112,,Perth Zoo
592,23/11/2000,109.3,,Perth Zoo
592,3/01/2001,106.6,,Perth Zoo
592,9/05/2001,103.5,,Perth Zoo
592,18/06/2001,108.2,86.7,Perth Zoo
592,18/06/2001,108.2,,Perth Zoo
592,22/07/2001,105.6,,Perth Zoo
592,19/08/2001,102.9,,Perth Zoo
592,23/09/2001,104.4,,Perth Zoo
592,15/10/2001,104.7,,Perth Zoo
592,16/11/2001,105.4,,Perth Zoo
592,26/12/2001,107,,Perth Zoo
592,20/05/2002,100.9,,Perth Zoo
592,24/06/2002,108.6,86.6,Perth Zoo
592,24/06/2002,108.6,,Perth Zoo
592,25/07/2002,111.3,,Perth Zoo
592,24/08/2002,111.3,,Perth Zoo
592,25/09/2002,115.1,,Perth Zoo
592,24/10/2002,114.5,,Perth Zoo
592,24/11/2002,127.5,,Perth Zoo
592,21/12/2002,137.7,,Perth Zoo
592,9/01/2003,144.1,,Perth Zoo
592,15/05/2003,131.2,,Perth Zoo
592,16/07/2003,140.7,95.2,Perth Zoo
592,16/07/2003,140.7,,Perth Zoo
592,14/08/2003,145.1,,Perth Zoo
592,14/09/2003,148.4,,Perth Zoo
592,18/10/2003,154,,Perth Zoo
592,21/11/2003,173.4,,Perth Zoo
592,7/01/2004,206,,Perth Zoo
592,28/05/2004,186.2,,Perth Zoo
592,7/07/2004,202.2,107.7,Perth Zoo
592,7/07/2004,202.2,,Perth Zoo
592,4/09/2004,224.5,,Perth Zoo
592,2/10/2004,238.2,,Perth Zoo
592,4/10/2004,235.5,,Perth Zoo
592,16/10/2004,242.7,,Perth Zoo
592,9/06/2005,224,,Perth Zoo
592,17/07/2005,251.7,,Perth Zoo
592,11/08/2005,257.8,,Perth Zoo
592,19/12/2005,269.1,,Perth Zoo
592,19/06/2006,244.6,,Perth Zoo
592,23/07/2006,265.5,119.1,Perth Zoo
592,23/07/2006,265.5,,Perth Zoo
592,28/07/2006,265.5,119.1,EB
592,28/07/2006,275.8,,Perth Zoo
592,29/09/2006,278.2,120,EB
592,29/10/2006,265,,EB
593,23/10/2000,46.5,62.9,EB
593,24/10/2000,46.5,62.9,EB
593,24/10/2000,46.5,,Perth Zoo
593,8/11/2000,48.7,,Perth Zoo
593,22/11/2000,47.5,,Perth Zoo
593,3/01/2001,45.8,,Perth Zoo
593,5/05/2001,35.8,,Perth Zoo
593,9/06/2001,52.3,64.2,Perth Zoo
593,9/06/2001,52.3,,Perth Zoo
593,15/07/2001,57.5,,Perth Zoo
593,11/08/2001,56.8,,Perth Zoo
593,9/09/2001,57.4,,Perth Zoo
593,10/10/2001,60.5,,Perth Zoo
593,10/11/2001,65.5,,Perth Zoo
593,12/12/2001,71.3,,Perth Zoo
593,1/01/2002,70.6,,Perth Zoo
593,11/05/2002,67.8,,Perth Zoo
593,10/06/2002,68.8,73,Perth Zoo
593,10/06/2002,68.8,,Perth Zoo
593,14/07/2002,68.9,,Perth Zoo
593,13/08/2002,68.6,,Perth Zoo
593,15/09/2002,73.3,,Perth Zoo
593,12/10/2002,71.7,,Perth Zoo
593,15/12/2002,74.5,,Perth Zoo
593,8/01/2003,74.6,,Perth Zoo
593,14/05/2003,67.2,,Perth Zoo
593,21/06/2003,73.8,74.2,Perth Zoo
593,21/06/2003,73.8,,Perth Zoo
593,2/08/2003,72.3,,Perth Zoo
593,4/09/2003,74.3,,Perth Zoo
593,1/12/2003,72.4,,Perth Zoo
593,7/01/2004,93.2,,Perth Zoo
593,27/05/2004,87.3,,Perth Zoo
593,4/07/2004,86.6,79,Perth Zoo
593,4/07/2004,86.6,,Perth Zoo
593,28/07/2004,88.2,,Perth Zoo
593,30/08/2004,88.5,,Perth Zoo
593,28/09/2004,90.2,,Perth Zoo
593,29/10/2004,92.9,,Perth Zoo
593,29/11/2004,98.7,,Perth Zoo
593,1/01/2005,104.9,,Perth Zoo
593,8/01/2005,103.9,,Perth Zoo
593,29/05/2005,95.5,,Perth Zoo
593,28/08/2005,101.1,,Perth Zoo
593,25/09/2005,104.8,,Perth Zoo
593,23/10/2005,106,,Perth Zoo
593,27/11/2005,111.9,,Perth Zoo
593,25/12/2005,116.6,,Perth Zoo
593,30/05/2006,112.5,,Perth Zoo
593,23/07/2006,109.3,86.6,Perth Zoo
593,23/07/2006,109.3,,Perth Zoo
593,28/07/2006,108.5,86.6,EB
593,28/07/2006,114.6,,Perth Zoo
594,26/10/2000,47.5,63.7,EB
594,27/10/2000,47.5,63.7,EB
594,27/10/2000,47.5,,Perth Zoo
594,8/11/2000,44.5,,Perth Zoo
594,22/11/2000,45.8,,Perth Zoo
594,3/01/2001,46.6,,Perth Zoo
594,5/05/2001,37.5,,Perth Zoo
594,9/06/2001,54,65.8,Perth Zoo
594,9/06/2001,54,,Perth Zoo
594,15/07/2001,58.1,,Perth Zoo
594,11/08/2001,56.7,,Perth Zoo
594,9/09/2001,58.4,,Perth Zoo
594,10/10/2001,61.6,,Perth Zoo
594,10/11/2001,64,,Perth Zoo
594,12/12/2001,61.8,,Perth Zoo
594,1/01/2002,63,,Perth Zoo
594,11/05/2002,59.1,,Perth Zoo
594,10/06/2002,61.3,70.9,Perth Zoo
594,10/06/2002,61.3,,Perth Zoo
594,14/07/2002,62.6,,Perth Zoo
594,13/08/2002,63.4,,Perth Zoo
594,15/09/2002,67.9,,Perth Zoo
594,12/10/2002,69.4,,Perth Zoo
594,12/11/2002,78.6,,Perth Zoo
594,8/01/2003,81.9,,Perth Zoo
594,14/05/2003,75.8,,Perth Zoo
594,21/06/2003,80.7,77.6,Perth Zoo
594,21/06/2003,80.7,,Perth Zoo
594,2/08/2003,82.3,,Perth Zoo
594,4/09/2003,81.6,,Perth Zoo
594,8/10/2003,83.3,,Perth Zoo
594,5/11/2003,88.3,,Perth Zoo
594,1/12/2003,96.4,,Perth Zoo
594,8/01/2004,96.1,,Perth Zoo
594,27/05/2004,88.9,,Perth Zoo
594,4/07/2004,94.7,82.8,Perth Zoo
594,4/07/2004,94.7,,Perth Zoo
594,28/07/2004,94.3,,Perth Zoo
594,30/08/2004,96.5,,Perth Zoo
594,28/09/2004,98.4,,Perth Zoo
594,29/10/2004,99.6,,Perth Zoo
594,29/11/2004,107,,Perth Zoo
594,1/01/2005,111.5,,Perth Zoo
594,8/01/2005,113,,Perth Zoo
594,29/05/2005,104.7,,Perth Zoo
594,28/08/2005,109.4,,Perth Zoo
594,25/09/2005,111.4,,Perth Zoo
594,23/10/2005,111.3,,Perth Zoo
594,26/11/2005,123.6,,Perth Zoo
594,25/12/2005,123,,Perth Zoo
594,30/05/2006,113.9,,Perth Zoo
594,23/07/2006,118.7,90.6,Perth Zoo
594,23/07/2006,118.7,,Perth Zoo
594,28/07/2006,118.6,90.6,EB
594,28/07/2006,126.4,,Perth Zoo
598,24/03/2001,6.3,29.1,Perth Zoo
598,28/03/2001,7,,Perth Zoo
598,4/04/2001,8.6,,Perth Zoo
598,11/04/2001,10,,Perth Zoo
598,18/04/2001,10.9,,Perth Zoo
598,25/04/2001,12.9,,Perth Zoo
598,2/05/2001,15.3,,Perth Zoo
598,9/05/2001,17.1,,Perth Zoo
598,16/05/2001,18.3,,Perth Zoo
598,23/05/2001,20.2,,Perth Zoo
598,30/05/2001,21.2,,Perth Zoo
598,6/06/2001,22.8,,Perth Zoo
598,13/06/2001,23.4,,Perth Zoo
598,27/06/2001,25.9,,Perth Zoo
598,11/07/2001,28.7,,Perth Zoo
598,25/07/2001,31,,Perth Zoo
598,13/08/2001,33.2,52.1,Perth Zoo
598,15/08/2001,32.4,,Perth Zoo
598,23/08/2001,32.7,,Perth Zoo
598,24/08/2001,32.7,53,EB
598,26/11/2001,50,63.5,EB
