ID,Date,Wet Weight (g),Carapace Length (mm),Locn.
795,9/07/2005,20.5,44.9,EB
795,9/07/2005,20,,Perth Zoo
795,23/11/2005,54,65.9,EB
797,1/04/2005,6.2,29.4,Perth Zoo
797,8/04/2005,7.7,,Perth Zoo
797,10/04/2005,8,,Perth Zoo
797,18/04/2005,9.2,,Perth Zoo
797,25/04/2005,10.4,,Perth Zoo
797,3/05/2005,11.5,,Perth Zoo
797,9/05/2005,13.2,,Perth Zoo
797,16/05/2005,13.9,,Perth Zoo
797,22/05/2005,14.8,,Perth Zoo
797,30/05/2005,15.9,,Perth Zoo
797,6/06/2005,15.9,,Perth Zoo
797,13/06/2005,16.7,,Perth Zoo
797,20/06/2005,17.2,,Perth Zoo
797,6/07/2005,18.5,,Perth Zoo
797,9/07/2005,18,43.6,EB
797,9/07/2005,17.5,,Perth Zoo
798,2/04/2005,6,28.1,Perth Zoo
798,9/04/2005,7.2,,Perth Zoo
798,18/04/2005,8.3,,Perth Zoo
798,25/04/2005,9.4,,Perth Zoo
798,3/05/2005,10.2,,Perth Zoo
798,9/05/2005,12.1,,Perth Zoo
798,16/05/2005,13.2,,Perth Zoo
798,22/05/2005,14.4,,Perth Zoo
798,30/05/2005,15.1,,Perth Zoo
798,6/06/2005,15.8,,Perth Zoo
798,13/06/2005,16.5,,Perth Zoo
798,20/06/2005,16.8,,Perth Zoo
798,6/07/2005,18,,Perth Zoo
798,9/07/2005,18.2,44.4,EB
798,9/07/2005,17.9,,Perth Zoo
798,9/12/2006,54.5,67.2,EB
800,3/11/2004,15.4,42,EB
801,3/04/2005,6.8,29,Perth Zoo
801,10/04/2005,8.2,,Perth Zoo
801,17/04/2005,10.1,,Perth Zoo
801,24/04/2005,11.3,,Perth Zoo
801,1/05/2005,13,,Perth Zoo
801,8/05/2005,15.5,,Perth Zoo
801,15/05/2005,17.2,,Perth Zoo
801,22/05/2005,18.4,,Perth Zoo
801,29/05/2005,19.4,,Perth Zoo
801,5/06/2005,20,,Perth Zoo
801,12/06/2005,21.2,,Perth Zoo
801,18/06/2005,20.6,,Perth Zoo
801,26/06/2005,20.8,,Perth Zoo
801,5/07/2005,21.9,,Perth Zoo
801,9/07/2005,22.4,47.3,EB
801,9/07/2005,22.5,,Perth Zoo
802,3/04/2005,,29.2,Perth Zoo
802,3/04/2005,6.3,,Perth Zoo
802,10/04/2005,7.6,,Perth Zoo
802,17/04/2005,9.2,,Perth Zoo
802,24/04/2005,9.6,,Perth Zoo
802,1/05/2005,11.1,,Perth Zoo
802,8/05/2005,13.5,,Perth Zoo
802,15/05/2005,15.1,,Perth Zoo
802,22/05/2005,16.4,,Perth Zoo
802,29/05/2005,18.1,,Perth Zoo
802,5/06/2005,18.1,,Perth Zoo
802,12/06/2005,19.6,,Perth Zoo
802,18/06/2005,19.6,,Perth Zoo
802,26/06/2005,20.2,,Perth Zoo
802,5/07/2005,21.6,,Perth Zoo
802,9/07/2005,21.9,47.4,EB
802,9/07/2005,21.8,,Perth Zoo
805,6/04/2005,6,29,Perth Zoo
805,15/04/2005,6.9,,Perth Zoo
805,20/04/2005,8.2,,Perth Zoo
805,1/05/2005,10.2,,Perth Zoo
805,8/05/2005,12.2,,Perth Zoo
805,15/05/2005,13.5,,Perth Zoo
805,22/05/2005,14.9,,Perth Zoo
805,29/05/2005,16.4,,Perth Zoo
805,5/06/2005,16.5,,Perth Zoo
805,12/06/2005,17.2,,Perth Zoo
805,18/06/2005,17.5,,Perth Zoo
805,26/06/2005,17.8,,Perth Zoo
805,5/07/2005,19,,Perth Zoo
805,9/07/2005,19.4,46,EB
805,9/07/2005,18.2,,Perth Zoo
805,23/11/2005,52,66.4,EB
806,6/04/2005,6.6,28.9,Perth Zoo
806,13/04/2005,7.8,,Perth Zoo
806,20/04/2005,9.6,,Perth Zoo
806,1/05/2005,12.3,,Perth Zoo
806,8/05/2005,14.5,,Perth Zoo
806,15/05/2005,15.9,,Perth Zoo
806,22/05/2005,17.6,,Perth Zoo
806,29/05/2005,19,,Perth Zoo
806,5/06/2005,19.4,,Perth Zoo
806,12/06/2005,20.3,,Perth Zoo
806,18/06/2005,20.3,,Perth Zoo
806,26/06/2005,21,,Perth Zoo
806,5/07/2005,22.7,,Perth Zoo
806,9/07/2005,23.1,48,EB
806,9/07/2005,23,,Perth Zoo
806,23/11/2005,56,67.6,EB
808,10/04/2005,5,27.2,Perth Zoo
808,17/04/2005,6.7,,Perth Zoo
808,24/04/2005,8.2,,Perth Zoo
808,1/05/2005,9.8,,Perth Zoo
808,8/05/2005,12.1,,Perth Zoo
808,15/05/2005,13.5,,Perth Zoo
808,22/05/2005,14.6,,Perth Zoo
808,29/05/2005,16.2,,Perth Zoo
808,5/06/2005,16.7,,Perth Zoo
808,12/06/2005,17.6,,Perth Zoo
808,18/06/2005,17.7,,Perth Zoo
808,26/06/2005,18.3,,Perth Zoo
808,5/07/2005,19.1,,Perth Zoo
808,9/07/2005,19.9,44.1,EB
808,9/07/2005,19.2,,Perth Zoo
808,3/11/2006,,69.9,EB
811,11/04/2005,5.8,28,Perth Zoo
811,18/04/2005,6.7,,Perth Zoo
811,26/04/2005,8.4,,Perth Zoo
811,30/04/2005,9,,Perth Zoo
811,7/05/2005,11.2,,Perth Zoo
811,14/05/2005,13.1,,Perth Zoo
811,21/05/2005,14.4,,Perth Zoo
811,28/05/2005,15.3,,Perth Zoo
811,4/06/2005,15.8,,Perth Zoo
811,11/06/2005,16.9,,Perth Zoo
811,18/06/2005,17.2,,Perth Zoo
811,25/06/2005,17.7,,Perth Zoo
811,9/07/2005,19.5,45.8,EB
811,9/07/2005,18.6,,Perth Zoo
811,29/10/2006,62,70.2,EB
865,21/11/2005,56,65.6,EB
865,14/09/2006,59.6,67.5,EB
865,10/11/2006,70,72.1,EB
866,25/11/2005,84.5,77.6,EB
867,28/11/2005,,54.3,EB
874,6/04/2006,5.8,27.5,Perth Zoo
874,15/04/2006,6.5,,Perth Zoo
874,21/04/2006,7.1,,Perth Zoo
874,28/04/2006,7.5,,Perth Zoo
874,4/05/2006,8.2,,Perth Zoo
874,12/05/2006,9.5,,Perth Zoo
874,20/05/2006,10.7,,Perth Zoo
874,27/05/2006,11.3,,Perth Zoo
874,2/06/2006,12.4,,Perth Zoo
874,9/06/2006,12.9,,Perth Zoo
874,16/06/2006,13.5,,Perth Zoo
874,24/06/2006,14.1,,Perth Zoo
874,1/07/2006,15.9,,Perth Zoo
874,8/07/2006,17,,Perth Zoo
874,14/07/2006,18.1,,Perth Zoo
874,21/07/2006,19.5,,Perth Zoo
874,30/07/2006,20.3,,Perth Zoo
874,7/08/2006,21.2,,Perth Zoo
874,13/08/2006,22.9,,Perth Zoo
874,20/08/2006,24.6,,Perth Zoo
874,28/08/2006,26.4,,Perth Zoo
874,3/09/2006,28.1,,Perth Zoo
874,13/09/2006,31.4,,Perth Zoo
874,14/09/2006,31.4,52.1,EB
874,28/10/2006,36.6,58.4,EB
876,6/04/2006,6.1,28.8,Perth Zoo
876,15/04/2006,7,,Perth Zoo
876,21/04/2006,7.6,,Perth Zoo
876,28/04/2006,7.9,,Perth Zoo
876,4/05/2006,8.8,,Perth Zoo
876,12/05/2006,9.9,,Perth Zoo
876,20/05/2006,10.8,,Perth Zoo
876,27/05/2006,11.6,,Perth Zoo
876,2/06/2006,12.4,,Perth Zoo
876,9/06/2006,12.9,,Perth Zoo
876,16/06/2006,13.6,,Perth Zoo
876,24/06/2006,14.2,,Perth Zoo
876,1/07/2006,15.7,,Perth Zoo
876,8/07/2006,16.9,,Perth Zoo
876,14/07/2006,18,,Perth Zoo
876,21/07/2006,18.3,,Perth Zoo
876,30/07/2006,19.5,,Perth Zoo
876,7/08/2006,20.5,,Perth Zoo
876,13/08/2006,22.5,,Perth Zoo
876,20/08/2006,24.1,,Perth Zoo
876,28/08/2006,25.2,,Perth Zoo
876,3/09/2006,27.1,,Perth Zoo
876,13/09/2006,29.5,,Perth Zoo
876,14/09/2006,29.5,52.3,EB
876,18/11/2008,96.5,83.5,EB
876,3/07/2009,82.5,83.8,EB
876,8/10/2010,129.5,93.1,EB
881,9/04/2006,5.8,28.2,Perth Zoo
881,15/04/2006,6.6,,Perth Zoo
881,21/04/2006,7.3,,Perth Zoo
881,28/04/2006,8.1,,Perth Zoo
881,4/05/2006,9.6,,Perth Zoo
881,12/05/2006,10.7,,Perth Zoo
881,20/05/2006,12.4,,Perth Zoo
881,27/05/2006,13.7,,Perth Zoo
881,2/06/2006,14.6,,Perth Zoo
881,9/06/2006,15.6,,Perth Zoo
881,16/06/2006,16.6,,Perth Zoo
881,24/06/2006,18.1,,Perth Zoo
881,1/07/2006,19.5,,Perth Zoo
881,8/07/2006,21.1,,Perth Zoo
881,14/07/2006,22.5,,Perth Zoo
881,22/07/2006,23.3,,Perth Zoo
881,30/07/2006,23.9,,Perth Zoo
881,7/08/2006,24.2,,Perth Zoo
881,13/08/2006,26.2,,Perth Zoo
881,20/08/2006,27.2,,Perth Zoo
881,28/08/2006,27.7,,Perth Zoo
881,3/09/2006,29.7,,Perth Zoo
881,13/09/2006,31.6,,Perth Zoo
881,14/09/2006,31.6,52.4,EB
881,28/10/2006,38.2,57.6,EB
882,9/04/2006,5.3,27.9,Perth Zoo
882,15/04/2006,6.2,,Perth Zoo
882,21/04/2006,6.7,,Perth Zoo
882,28/04/2006,7.3,,Perth Zoo
882,4/05/2006,8.7,,Perth Zoo
882,12/05/2006,9.7,,Perth Zoo
882,20/05/2006,11.1,,Perth Zoo
882,27/05/2006,12.2,,Perth Zoo
882,2/06/2006,13.2,,Perth Zoo
882,9/06/2006,14.1,,Perth Zoo
882,16/06/2006,14.8,,Perth Zoo
882,24/06/2006,16.5,,Perth Zoo
882,1/07/2006,17.8,,Perth Zoo
882,8/07/2006,19.5,,Perth Zoo
882,14/07/2006,20.3,,Perth Zoo
882,22/07/2006,21.1,,Perth Zoo
882,30/07/2006,21.8,,Perth Zoo
882,7/08/2006,22.8,,Perth Zoo
882,13/08/2006,24,,Perth Zoo
882,20/08/2006,24.9,,Perth Zoo
882,28/08/2006,25.1,,Perth Zoo
882,3/09/2006,26.6,,Perth Zoo
882,13/09/2006,28.7,,Perth Zoo
882,14/09/2006,28.7,50.8,EB
882,28/10/2006,35.5,62.3,EB
882,31/10/2006,34.7,56.9,EB
886,19/04/2006,5.4,26.4,Perth Zoo
886,21/04/2006,5.7,,Perth Zoo
886,28/04/2006,6.3,,Perth Zoo
886,4/05/2006,7,,Perth Zoo
886,12/05/2006,8,,Perth Zoo
886,20/05/2006,9.4,,Perth Zoo
886,27/05/2006,10.2,,Perth Zoo
886,2/06/2006,10.5,,Perth Zoo
886,9/06/2006,11,,Perth Zoo
886,16/06/2006,11.5,,Perth Zoo
886,24/06/2006,12.3,,Perth Zoo
886,1/07/2006,13.3,,Perth Zoo
886,8/07/2006,14.8,,Perth Zoo
886,14/07/2006,15.3,,Perth Zoo
886,22/07/2006,16.4,,Perth Zoo
886,30/07/2006,16.9,,Perth Zoo
886,7/08/2006,17.9,,Perth Zoo
886,13/08/2006,19.5,,Perth Zoo
886,20/08/2006,21.3,,Perth Zoo
886,28/08/2006,22.7,,Perth Zoo
886,3/09/2006,24.3,,Perth Zoo
886,13/09/2006,27.1,,Perth Zoo
886,14/09/2006,27.1,50.7,EB
890,20/04/2006,3.9,24,Perth Zoo
890,29/04/2006,4.6,,Perth Zoo
890,6/05/2006,5.2,,Perth Zoo
890,13/05/2006,6,,Perth Zoo
890,21/05/2006,7,,Perth Zoo
890,28/05/2006,7.5,,Perth Zoo
890,3/06/2006,8,,Perth Zoo
890,10/06/2006,8.5,,Perth Zoo
890,18/06/2006,8.6,,Perth Zoo
890,25/06/2006,9.1,,Perth Zoo
890,2/07/2006,10,,Perth Zoo
890,11/07/2006,11,,Perth Zoo
890,17/07/2006,11.7,,Perth Zoo
890,23/07/2006,11.8,,Perth Zoo
890,31/07/2006,13.1,,Perth Zoo
890,14/08/2006,16.6,,Perth Zoo
890,21/08/2006,17.8,,Perth Zoo
890,28/08/2006,19.1,,Perth Zoo
890,4/09/2006,20.5,,Perth Zoo
890,13/09/2006,23.3,,Perth Zoo
890,14/09/2006,23.3,46.7,EB
890,28/10/2006,28,51.8,EB
896,24/04/2006,5.8,28.1,Perth Zoo
896,29/04/2006,6.4,,Perth Zoo
896,6/05/2006,7.3,,Perth Zoo
896,13/05/2006,8.3,,Perth Zoo
896,21/05/2006,9.8,,Perth Zoo
896,28/05/2006,10.7,,Perth Zoo
896,3/06/2006,11.3,,Perth Zoo
896,10/06/2006,11.9,,Perth Zoo
896,18/06/2006,12.6,,Perth Zoo
896,25/06/2006,13.7,,Perth Zoo
896,2/07/2006,15.3,,Perth Zoo
896,11/07/2006,17.5,,Perth Zoo
896,17/07/2006,17.8,,Perth Zoo
896,23/07/2006,18.7,,Perth Zoo
896,31/07/2006,19.8,,Perth Zoo
896,8/08/2006,21.8,,Perth Zoo
896,14/08/2006,24.3,,Perth Zoo
896,21/08/2006,25.1,,Perth Zoo
896,28/08/2006,26.9,,Perth Zoo
896,4/09/2006,29.6,,Perth Zoo
896,13/09/2006,32.9,,Perth Zoo
896,14/09/2006,32.9,53.1,EB
896,28/10/2006,37.5,58.3,EB
898,24/04/2006,6.1,29.1,Perth Zoo
898,29/04/2006,6.7,,Perth Zoo
898,6/05/2006,7.7,,Perth Zoo
898,13/05/2006,8.8,,Perth Zoo
898,21/05/2006,9.7,,Perth Zoo
898,28/05/2006,10.6,,Perth Zoo
898,3/06/2006,11.1,,Perth Zoo
898,10/06/2006,11.2,,Perth Zoo
898,18/06/2006,11.8,,Perth Zoo
898,25/06/2006,12.5,,Perth Zoo
898,2/07/2006,14,,Perth Zoo
898,11/07/2006,15.9,,Perth Zoo
898,17/07/2006,16.6,,Perth Zoo
898,23/07/2006,17.5,,Perth Zoo
898,31/07/2006,18,,Perth Zoo
898,8/08/2006,19.4,,Perth Zoo
898,14/08/2006,21.2,,Perth Zoo
898,21/08/2006,22.6,,Perth Zoo
898,28/08/2006,23.8,,Perth Zoo
898,4/09/2006,25.3,,Perth Zoo
898,13/09/2006,27.7,,Perth Zoo
898,14/09/2006,27.7,50,EB
898,28/10/2006,34,56,EB
898,16/11/2006,34.2,,EB
904,29/09/2006,230,116,EB
904,28/02/2007,219,,EB
905,1/10/2006,370,137,EB
905,17/11/2007,383,136.8,EB
905,18/11/2008,383,137.1,EB
905,4/11/2009,406,137,EB
906,17/10/2006,110,90.3,EB
907,28/10/2006,20.5,44.5,EB
907,17/12/2006,20.3,45.7,EB
908,31/10/2006,61.8,69.8,EB
908,4/11/2006,60,,EB
908,21/12/2006,63.5,69.8,EB
909,31/10/2006,164.2,98.6,EB
909,6/09/2007,162,99.1,EB
909,4/11/2009,221,110.4,EB
910,25/11/2006,69.5,72.8,EB
911,17/12/2006,21.3,46.6,EB
911,22/11/2007,66,70.8,EB
912,17/12/2006,28,51.5,EB
914,30/01/2007,6,27.8,Perth Zoo
914,30/01/2007,6,,Perth Zoo
914,6/02/2007,6.7,,Perth Zoo
914,14/02/2007,8.6,,Perth Zoo
914,20/02/2007,9.4,,Perth Zoo
914,1/03/2007,12.3,,Perth Zoo
914,7/03/2007,13.2,,Perth Zoo
914,13/03/2007,15.4,,Perth Zoo
914,21/03/2007,16.9,,Perth Zoo
914,28/03/2007,18.1,,Perth Zoo
914,3/04/2007,17.8,,Perth Zoo
914,11/04/2007,18.3,,Perth Zoo
914,18/04/2007,19.5,,Perth Zoo
914,25/04/2007,18.9,,Perth Zoo
914,2/05/2007,20,,Perth Zoo
914,9/05/2007,20.1,,Perth Zoo
914,15/05/2007,20.5,,Perth Zoo
914,23/05/2007,19.5,,Perth Zoo
914,30/05/2007,20,,Perth Zoo
914,6/06/2007,21.5,,Perth Zoo
914,13/06/2007,33.2,53.5,EB
914,13/06/2007,22.3,,Perth Zoo
914,20/06/2007,24.3,,Perth Zoo
914,27/06/2007,24.6,,Perth Zoo
914,4/07/2007,25,,Perth Zoo
914,11/07/2007,27,,Perth Zoo
914,18/07/2007,29.5,,Perth Zoo
914,25/07/2007,30.5,,Perth Zoo
914,31/07/2007,32,,Perth Zoo
914,8/08/2007,31.4,,Perth Zoo
914,13/08/2007,33.2,,Perth Zoo
918,30/03/2007,5.8,28.4,Perth Zoo
918,30/03/2007,5.8,,Perth Zoo
918,3/04/2007,6.1,,Perth Zoo
918,11/04/2007,7.3,,Perth Zoo
918,18/04/2007,8.7,,Perth Zoo
918,25/04/2007,9.7,,Perth Zoo
918,2/05/2007,11.2,,Perth Zoo
918,9/05/2007,11.8,,Perth Zoo
918,15/05/2007,12.2,,Perth Zoo
918,23/05/2007,12.6,,Perth Zoo
918,30/05/2007,13.8,,Perth Zoo
918,6/06/2007,14.8,,Perth Zoo
918,13/06/2007,28.8,51.3,EB
918,13/06/2007,16,,Perth Zoo
918,20/06/2007,17.7,,Perth Zoo
918,27/06/2007,18.8,,Perth Zoo
918,4/07/2007,20.2,,Perth Zoo
918,11/07/2007,21.9,,Perth Zoo
918,18/07/2007,24.4,,Perth Zoo
918,25/07/2007,26.4,,Perth Zoo
918,31/07/2007,27.6,,Perth Zoo
918,8/08/2007,27.4,,Perth Zoo
918,13/08/2007,28.8,,Perth Zoo
919,2/04/2007,5.3,27,Perth Zoo
919,2/04/2007,5.3,,Perth Zoo
919,3/04/2007,5.7,,Perth Zoo
919,11/04/2007,6.6,,Perth Zoo
919,18/04/2007,7.5,,Perth Zoo
919,25/04/2007,8.3,,Perth Zoo
919,2/05/2007,9.8,,Perth Zoo
919,9/05/2007,10.4,,Perth Zoo
919,15/05/2007,11,,Perth Zoo
919,23/05/2007,11.6,,Perth Zoo
919,30/05/2007,13.2,,Perth Zoo
919,6/06/2007,14.6,,Perth Zoo
919,13/06/2007,27.5,50.7,EB
919,13/06/2007,15.6,,Perth Zoo
919,20/06/2007,17.8,,Perth Zoo
919,27/06/2007,18.7,,Perth Zoo
919,4/07/2007,19.9,,Perth Zoo
919,11/07/2007,21.8,,Perth Zoo
919,18/07/2007,24.2,,Perth Zoo
919,25/07/2007,25.8,,Perth Zoo
919,31/07/2007,26.6,,Perth Zoo
919,8/08/2007,26.3,,Perth Zoo
919,13/08/2007,27.5,,Perth Zoo
920,3/04/2007,6.2,28.3,Perth Zoo
920,3/04/2007,6.2,,Perth Zoo
920,11/04/2007,7.6,,Perth Zoo
920,18/04/2007,8.8,,Perth Zoo
920,25/04/2007,10.4,,Perth Zoo
920,2/05/2007,12.1,,Perth Zoo
920,9/05/2007,12,,Perth Zoo
920,15/05/2007,13.3,,Perth Zoo
920,23/05/2007,14.2,,Perth Zoo
920,30/05/2007,15.9,,Perth Zoo
920,6/06/2007,17.3,,Perth Zoo
920,13/06/2007,31,52.1,EB
920,13/06/2007,18.4,,Perth Zoo
920,20/06/2007,20.3,,Perth Zoo
920,27/06/2007,21.5,,Perth Zoo
920,4/07/2007,22.2,,Perth Zoo
920,11/07/2007,24.1,,Perth Zoo
920,18/07/2007,26.5,,Perth Zoo
920,25/07/2007,28.2,,Perth Zoo
920,31/07/2007,29.2,,Perth Zoo
920,8/08/2007,29.6,,Perth Zoo
920,13/08/2007,31,,Perth Zoo
941,19/11/2007,96,83.5,EB
941,8/03/2008,6,28.7,Perth Zoo
941,8/03/2008,6,,Perth Zoo
941,14/03/2008,6.9,,Perth Zoo
941,20/03/2008,8.5,,Perth Zoo
941,28/03/2008,10.7,,Perth Zoo
941,4/04/2008,12.2,,Perth Zoo
941,11/04/2008,14.3,,Perth Zoo
941,18/04/2008,15.8,,Perth Zoo
941,25/04/2008,18,,Perth Zoo
941,1/05/2008,18,,Perth Zoo
941,8/05/2008,19.6,,Perth Zoo
941,15/05/2008,21.9,,Perth Zoo
941,22/05/2008,23.2,,Perth Zoo
941,29/05/2008,23.7,,Perth Zoo
941,5/06/2008,26.9,,Perth Zoo
941,12/06/2008,94,83.9,EB
941,12/06/2008,27.6,,Perth Zoo
941,19/06/2008,28.9,,Perth Zoo
941,26/06/2008,29,,Perth Zoo
941,3/07/2008,29.2,,Perth Zoo
941,10/07/2008,30.5,,Perth Zoo
941,17/07/2008,30.7,,Perth Zoo
941,24/07/2008,31,,Perth Zoo
941,31/07/2008,31.5,,Perth Zoo
941,7/08/2008,32.6,,Perth Zoo
941,14/08/2008,33.6,,Perth Zoo
941,21/08/2008,34.9,,Perth Zoo
941,28/08/2008,35.4,,Perth Zoo
941,4/09/2008,37.5,,Perth Zoo
941,11/09/2008,38.9,,Perth Zoo
941,18/09/2008,39.5,,Perth Zoo
941,25/09/2008,41.5,,Perth Zoo
941,2/10/2008,43.2,,Perth Zoo
941,9/10/2008,45,,Perth Zoo
941,16/10/2008,46.7,,Perth Zoo
941,23/10/2008,49.1,,Perth Zoo
941,6/11/2008,55.6,,Perth Zoo
941,20/11/2008,62.8,,Perth Zoo
941,11/12/2008,72.2,,Perth Zoo
941,8/01/2009,83.4,,Perth Zoo
941,26/05/2009,77.1,,Perth Zoo
941,18/06/2009,78.9,,Perth Zoo
941,16/07/2009,82.6,,Perth Zoo
941,30/07/2009,84.7,,Perth Zoo
941,13/08/2009,86.7,,Perth Zoo
941,27/08/2009,88.3,,Perth Zoo
941,10/09/2009,88.5,,Perth Zoo
941,24/09/2009,89.1,,Perth Zoo
941,28/11/2009,103.7,,Perth Zoo
941,2/01/2010,116.6,,Perth Zoo
941,10/01/2010,111.1,,Perth Zoo
941,23/05/2010,94.4,,Perth Zoo
941,17/06/2010,108.9,85.4,Perth Zoo
941,17/06/2010,108.9,,Perth Zoo
941,15/07/2010,108.2,,Perth Zoo
941,17/08/2010,108.9,,Perth Zoo
941,12/09/2010,111.3,,Perth Zoo
941,23/10/2010,117.3,,Perth Zoo
941,18/11/2010,117,,Perth Zoo
941,28/05/2011,106.1,85.5,Perth Zoo
941,28/05/2011,106.1,,Perth Zoo
941,22/06/2011,117.2,,Perth Zoo
941,19/07/2011,117.1,,Perth Zoo
1017,23/09/2010,75.5,71.9,EB
1018,8/10/2010,18.2,43.7,EB
1019,8/10/2010,18.6,42.5,EB
1020,8/10/2010,105.5,85.1,EB
1021,8/10/2010,189,104.9,EB
1022,19/10/2010,44.2,62,EB
