"","nicheout$RAINFALL"
"1",0
"2",0
"3",0
"4",0
"5",1.60000002384186
"6",13.1999998092651
"7",0.300000011920929
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0.200000002980232
"19",0
"20",0
"21",0
"22",0
"23",1.20000004768372
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0.300000011920929
"30",5.19999980926514
"31",1.70000004768372
"32",0.300000011920929
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",4.19999980926514
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",2.09999990463257
"98",0.800000011920929
"99",0
"100",0
"101",3.20000004768372
"102",0.5
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0.100000001490116
"114",1.39999997615814
"115",1.10000002384186
"116",0
"117",7.19999980926514
"118",10.6000003814697
"119",0.200000002980232
"120",0
"121",0
"122",0
"123",0
"124",0
"125",0
"126",0.899999976158142
"127",0
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0.600000023841858
"137",2.20000004768372
"138",7.90000009536743
"139",0
"140",22.3999996185303
"141",12.1999998092651
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",25.7999992370605
"151",6.30000019073486
"152",14.1999998092651
"153",29
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",7.69999980926514
"166",10
"167",6.90000009536743
"168",0
"169",2.29999995231628
"170",4.40000009536743
"171",2.70000004768372
"172",0.200000002980232
"173",0
"174",0.100000001490116
"175",0.899999976158142
"176",50.4000015258789
"177",0.699999988079071
"178",0
"179",15.1999998092651
"180",27.7999992370605
"181",1.70000004768372
"182",24.1000003814697
"183",9.5
"184",6.5
"185",0.100000001490116
"186",0
"187",0
"188",0
"189",0
"190",0
"191",0
"192",6.09999990463257
"193",4.30000019073486
"194",0
"195",0
"196",1.89999997615814
"197",12
"198",0
"199",0
"200",0
"201",4.69999980926514
"202",5.09999990463257
"203",7.69999980926514
"204",11.8000001907349
"205",0.100000001490116
"206",0.200000002980232
"207",1.60000002384186
"208",0
"209",21.2999992370605
"210",11
"211",14.6000003814697
"212",20.6000003814697
"213",7.30000019073486
"214",11.3999996185303
"215",7.59999990463257
"216",5.59999990463257
"217",0
"218",0
"219",1.5
"220",0.400000005960464
"221",2.90000009536743
"222",0.100000001490116
"223",0
"224",0
"225",0
"226",17.7000007629395
"227",2.40000009536743
"228",10.8000001907349
"229",0.899999976158142
"230",0
"231",0
"232",0
"233",0
"234",38.5
"235",1.20000004768372
"236",7.40000009536743
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0.400000005960464
"243",3.29999995231628
"244",0.100000001490116
"245",19.2999992370605
"246",5.30000019073486
"247",3.90000009536743
"248",0.400000005960464
"249",0
"250",0
"251",0
"252",0
"253",0
"254",0
"255",0
"256",0.100000001490116
"257",0
"258",0.400000005960464
"259",13.6000003814697
"260",5.40000009536743
"261",14.3999996185303
"262",4.40000009536743
"263",0.600000023841858
"264",2.40000009536743
"265",12.1000003814697
"266",0
"267",0
"268",0
"269",9.39999961853027
"270",5.90000009536743
"271",5.19999980926514
"272",0
"273",0
"274",0
"275",0.100000001490116
"276",0.600000023841858
"277",0
"278",0
"279",0
"280",0
"281",0.100000001490116
"282",2.90000009536743
"283",0
"284",0
"285",0
"286",1.20000004768372
"287",1
"288",0
"289",0
"290",0
"291",7.19999980926514
"292",0.800000011920929
"293",0.100000001490116
"294",0
"295",0.5
"296",2.79999995231628
"297",0
"298",18.3999996185303
"299",0.400000005960464
"300",17
"301",0
"302",0
"303",0
"304",0
"305",0
"306",0
"307",1.79999995231628
"308",12
"309",0.300000011920929
"310",4.40000009536743
"311",1.10000002384186
"312",12.1999998092651
"313",2.09999990463257
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0.100000001490116
"320",0
"321",0
"322",3.20000004768372
"323",0
"324",0
"325",0
"326",0
"327",0
"328",0
"329",0
"330",0
"331",0
"332",0
"333",1.5
"334",0
"335",0
"336",0
"337",0
"338",0.100000001490116
"339",0
"340",6.69999980926514
"341",26.3999996185303
"342",1.29999995231628
"343",0.100000001490116
"344",0
"345",0
"346",0.200000002980232
"347",25.8999996185303
"348",0.200000002980232
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",0
"363",0
"364",0
"365",0
"366",0
"367",0
"368",0
"369",1.20000004768372
"370",0
"371",0.300000011920929
"372",0.200000002980232
"373",0
"374",0
"375",0
"376",0
"377",0
"378",0
"379",0
"380",0
"381",0
"382",0
"383",0
"384",0
"385",5.90000009536743
"386",3.29999995231628
"387",0
"388",0
"389",0
"390",0
"391",0
"392",1.5
"393",0
"394",0
"395",0
"396",0
"397",0
"398",3.90000009536743
"399",22.2999992370605
"400",0
"401",0
"402",0
"403",0
"404",0
"405",0
"406",0
"407",0
"408",0
"409",0
"410",0
"411",0
"412",0
"413",0
"414",0
"415",0
"416",0
"417",0
"418",0
"419",0
"420",0
"421",0
"422",0.400000005960464
"423",0
"424",0
"425",0
"426",0
"427",0.100000001490116
"428",0
"429",0
"430",0
"431",0
"432",0
"433",0
"434",0
"435",0
"436",0
"437",0
"438",0
"439",0
"440",0
"441",0
"442",0
"443",0
"444",0
"445",0
"446",0
"447",0
"448",0
"449",0
"450",0
"451",0
"452",0
"453",0
"454",0.100000001490116
"455",0
"456",0
"457",0.699999988079071
"458",6.40000009536743
"459",0.400000005960464
"460",12
"461",0
"462",0
"463",0
"464",0
"465",0
"466",0
"467",0.100000001490116
"468",0
"469",0
"470",0
"471",0
"472",0
"473",0
"474",4.80000019073486
"475",0
"476",0
"477",0.600000023841858
"478",0
"479",0
"480",0
"481",0
"482",0
"483",0
"484",42.2000007629395
"485",11.3000001907349
"486",0
"487",0
"488",0
"489",7.59999990463257
"490",12.1999998092651
"491",5.19999980926514
"492",3.20000004768372
"493",9.39999961853027
"494",1.60000002384186
"495",6.90000009536743
"496",0
"497",0
"498",0
"499",0.699999988079071
"500",1.5
"501",0.699999988079071
"502",0
"503",0
"504",0
"505",0
"506",0
"507",0
"508",0
"509",0
"510",0
"511",0
"512",0
"513",0
"514",0
"515",0
"516",0
"517",6.59999990463257
"518",0
"519",0
"520",0
"521",0
"522",0.300000011920929
"523",15.1000003814697
"524",14.1000003814697
"525",1.20000004768372
"526",4.5
"527",11.1999998092651
"528",12.6999998092651
"529",19.1000003814697
"530",0.600000023841858
"531",10.3000001907349
"532",2.09999990463257
"533",3.40000009536743
"534",1.39999997615814
"535",10.3999996185303
"536",10
"537",10.3000001907349
"538",0
"539",0
"540",0
"541",0
"542",0
"543",8.10000038146973
"544",3.5
"545",0.5
"546",0
"547",0
"548",0
"549",0
"550",0
"551",0
"552",0
"553",6.5
"554",0.5
"555",0.100000001490116
"556",5.59999990463257
"557",2.90000009536743
"558",0
"559",0
"560",0
"561",0.200000002980232
"562",1.79999995231628
"563",5.90000009536743
"564",0
"565",0
"566",0
"567",0.100000001490116
"568",0
"569",0.100000001490116
"570",1.29999995231628
"571",0.100000001490116
"572",0
"573",0.100000001490116
"574",0
"575",0
"576",0
"577",7.5
"578",11.6999998092651
"579",11.3999996185303
"580",11.8999996185303
"581",3.90000009536743
"582",0.800000011920929
"583",2
"584",13.5
"585",3
"586",0
"587",0
"588",0
"589",0.400000005960464
"590",21.2999992370605
"591",1.29999995231628
"592",3.29999995231628
"593",0
"594",0
"595",0
"596",0
"597",0
"598",3.59999990463257
"599",7.19999980926514
"600",0.200000002980232
"601",0
"602",0
"603",0
"604",0
"605",5.59999990463257
"606",1.79999995231628
"607",0.100000001490116
"608",0
"609",3.79999995231628
"610",0
"611",1.20000004768372
"612",32.5
"613",6.40000009536743
"614",2.59999990463257
"615",0
"616",0
"617",0
"618",0
"619",0.800000011920929
"620",0
"621",0
"622",0
"623",0
"624",0
"625",0
"626",8
"627",1.10000002384186
"628",2.79999995231628
"629",1.20000004768372
"630",11.3000001907349
"631",0.100000001490116
"632",0
"633",5.69999980926514
"634",3.40000009536743
"635",14.6999998092651
"636",3.79999995231628
"637",0
"638",0
"639",0
"640",0.200000002980232
"641",3.40000009536743
"642",1.29999995231628
"643",0
"644",0
"645",0
"646",2.29999995231628
"647",0
"648",0
"649",0
"650",0
"651",0.200000002980232
"652",3.20000004768372
"653",2
"654",0.200000002980232
"655",0
"656",0
"657",0
"658",0
"659",0.100000001490116
"660",4
"661",0.699999988079071
"662",0
"663",0
"664",0
"665",0
"666",0
"667",0.5
"668",0
"669",0
"670",0
"671",0
"672",0.5
"673",23.5
"674",13.1000003814697
"675",1
"676",0.200000002980232
"677",0
"678",0
"679",0
"680",1.29999995231628
"681",0
"682",0
"683",0
"684",0
"685",0
"686",0
"687",0
"688",0
"689",0
"690",0
"691",0
"692",0
"693",0
"694",6
"695",0
"696",0
"697",9.19999980926514
"698",14
"699",3
"700",0
"701",0
"702",0
"703",0
"704",3.29999995231628
"705",1.39999997615814
"706",1.70000004768372
"707",0.100000001490116
"708",0
"709",0.100000001490116
"710",0.400000005960464
"711",9.69999980926514
"712",18.2999992370605
"713",0.300000011920929
"714",0
"715",0
"716",0
"717",0.699999988079071
"718",0
"719",0
"720",0
"721",0
"722",0
"723",0
"724",0
"725",0
"726",0
"727",0
"728",0
"729",0
"730",0
"731",0
"732",0.200000002980232
"733",0
"734",0
"735",0
"736",0
"737",5.19999980926514
"738",0.300000011920929
"739",0
"740",0
"741",0
"742",0
"743",0
"744",0.600000023841858
"745",0.100000001490116
"746",0
"747",0.300000011920929
"748",0
"749",0
"750",0
"751",0
"752",0
"753",0
"754",0
"755",0
"756",0
"757",0
"758",0
"759",0
"760",0
"761",0
"762",0
"763",0
"764",0
"765",0
"766",0
"767",0
"768",0
"769",0
"770",0
"771",0
"772",0
"773",0
"774",0
"775",0
"776",0
"777",0
"778",0
"779",0
"780",0
"781",0
"782",1.20000004768372
"783",0
"784",0.800000011920929
"785",0
"786",0
"787",0
"788",0
"789",0
"790",0
"791",0
"792",0
"793",0.899999976158142
"794",0.5
"795",0.100000001490116
"796",0
"797",0
"798",0
"799",0
"800",10.6999998092651
"801",0.699999988079071
"802",0.100000001490116
"803",0.300000011920929
"804",23
"805",0
"806",0
"807",0
"808",0
"809",0
"810",0
"811",0
"812",0
"813",0
"814",0
"815",20.1000003814697
"816",0
"817",0
"818",0
"819",0
"820",0
"821",0
"822",0
"823",0
"824",0
"825",0
"826",0
"827",0
"828",0
"829",0
"830",0
"831",0
"832",0.100000001490116
"833",3.09999990463257
"834",1
"835",0.100000001490116
"836",0.100000001490116
"837",0
"838",0
"839",1.79999995231628
"840",0.5
"841",0.200000002980232
"842",9.60000038146973
"843",0.100000001490116
"844",0
"845",0
"846",0
"847",0
"848",0.600000023841858
"849",0
"850",0
"851",0
"852",13.3000001907349
"853",6.09999990463257
"854",0.200000002980232
"855",0
"856",0
"857",0
"858",43.7000007629395
"859",21.7999992370605
"860",5.40000009536743
"861",7.30000019073486
"862",0
"863",0.800000011920929
"864",0
"865",0
"866",0
"867",7.19999980926514
"868",0.400000005960464
"869",0
"870",7.59999990463257
"871",0.200000002980232
"872",0
"873",0.100000001490116
"874",0
"875",0
"876",0
"877",0.5
"878",6.09999990463257
"879",3.29999995231628
"880",15.1000003814697
"881",5.5
"882",0.100000001490116
"883",0
"884",0
"885",0
"886",2.5
"887",0.400000005960464
"888",0.100000001490116
"889",0.100000001490116
"890",1.79999995231628
"891",10.6000003814697
"892",0.300000011920929
"893",0
"894",0
"895",0
"896",0
"897",0
"898",7.80000019073486
"899",0.400000005960464
"900",0
"901",0.100000001490116
"902",0.100000001490116
"903",0
"904",0
"905",4.80000019073486
"906",5.59999990463257
"907",2.59999990463257
"908",0.100000001490116
"909",0.100000001490116
"910",0
"911",0
"912",0
"913",0
"914",5.19999980926514
"915",2.20000004768372
"916",0
"917",0
"918",0
"919",0
"920",0
"921",27
"922",0.100000001490116
"923",2.79999995231628
"924",0
"925",0.699999988079071
"926",0
"927",12.1000003814697
"928",15.5
"929",0
"930",0
"931",0
"932",0
"933",0
"934",0
"935",19.5
"936",3.5
"937",13.8999996185303
"938",18.1000003814697
"939",5.09999990463257
"940",0.600000023841858
"941",0.600000023841858
"942",8.69999980926514
"943",2.09999990463257
"944",0.300000011920929
"945",0.100000001490116
"946",0
"947",2.70000004768372
"948",12.8999996185303
"949",2.29999995231628
"950",38.4000015258789
"951",10.1999998092651
"952",2.79999995231628
"953",5.40000009536743
"954",0.800000011920929
"955",2
"956",5.69999980926514
"957",2.79999995231628
"958",12.3999996185303
"959",4
"960",1.70000004768372
"961",0.100000001490116
"962",0
"963",0
"964",0
"965",0
"966",0
"967",0.100000001490116
"968",8.80000019073486
"969",3.29999995231628
"970",30.5
"971",1.39999997615814
"972",7.69999980926514
"973",7.90000009536743
"974",0.400000005960464
"975",0.5
"976",0.899999976158142
"977",12.6000003814697
"978",0.200000002980232
"979",0
"980",10.6999998092651
"981",1
"982",0
"983",0
"984",17.3999996185303
"985",16
"986",0.400000005960464
"987",28.7999992370605
"988",7.59999990463257
"989",0
"990",12.3999996185303
"991",2
"992",2.79999995231628
"993",3.90000009536743
"994",3.79999995231628
"995",13.6000003814697
"996",12.8999996185303
"997",2.29999995231628
"998",1.10000002384186
"999",0.200000002980232
"1000",3.29999995231628
"1001",0.300000011920929
"1002",0
"1003",9.60000038146973
"1004",0.100000001490116
"1005",0
"1006",0
"1007",0
"1008",2
"1009",3.09999990463257
"1010",0.200000002980232
"1011",0
"1012",12.6000003814697
"1013",0.899999976158142
"1014",0
"1015",1.70000004768372
"1016",0
"1017",0
"1018",0
"1019",1.20000004768372
"1020",0
"1021",0
"1022",0.699999988079071
"1023",13.6000003814697
"1024",0
"1025",0
"1026",0
"1027",0.100000001490116
"1028",0
"1029",0
"1030",0
"1031",0
"1032",0
"1033",0
"1034",0
"1035",0
"1036",0
"1037",0
"1038",0
"1039",0
"1040",0
"1041",0
"1042",0
"1043",0
"1044",0
"1045",0
"1046",0
"1047",0
"1048",0
"1049",0
"1050",0
"1051",0
"1052",0
"1053",0
"1054",0
"1055",0
"1056",0
"1057",0
"1058",0
"1059",0.300000011920929
"1060",0
"1061",0
"1062",0
"1063",0
"1064",8.10000038146973
"1065",0.899999976158142
"1066",0.600000023841858
"1067",0
"1068",0
"1069",0
"1070",0.400000005960464
"1071",0.400000005960464
"1072",0
"1073",0
"1074",0
"1075",0
"1076",0
"1077",0
"1078",0
"1079",0
"1080",0
"1081",0
"1082",0
"1083",0
"1084",0
"1085",0
"1086",0
"1087",0
"1088",0
"1089",0
"1090",0
"1091",0
"1092",0
"1093",0
"1094",0
"1095",0
